,name,grape,region,variety,rating,notes
2195,Arbe Garbe White Blend 2016,,"Russian River, Sonoma County, California",White Wine,92,"The blend is never quite the same, so every Vintage remains a surprise. This assures as honest an interpretation as possible of each specific Vintage and at the same time allows Arbe Garbe to keep experimenting and perfecting their little atelier. "
2196,Arboleda Cabernet Sauvignon 1998,,Chile,Red Wine,86,"We selected our Arboleda 1998 Cabernet Sauvignon from the finest grapes of the exceptional Los Morros Estate in the Maipo Valley. This beautiful valley, located just south of Santiago and at the foot of the Andes, has been renowned for top-quality Cabernet for over one hundred years. Our Arboleda wines, and our new, state-of-the-art, gravity-flow winery and high-density vineyards in the Colchagua Valley, are symbols of our complete commitment to winemaking in Chile. Our premiere release of Arboleda Cabernet Sauvignon reflects the long, cool growing season of the 1998 vintage with elegance and complexity. The wine is intensely red with purplish rims; its aroma is both balanced and complex. Exquisite aromas of blackberry, black currant and rosehip jam display in perfect balance with complex nuances of chocolate and leather. On the palate, the wine displays fruitiness and a solid structure, the supple and round tannins being typical for a cool vintage. The long lasting blackberry jam gives way to lingering elegant dried fruit and tobacco flavors."
2197,Arboleda Cabernet Sauvignon 1999,,Chile,Red Wine,85,"Beautifully balanced and complex, our Arboleda 1999 Cabernet Sauvignon has lush blackberry, black currant and rosehip jam aromas. Intriguing nuances of chocolate and mint mingle with the rich, dark fruit character. The intense fruitiness continues through the flavors, supported by round, velvety tannins. Subtle notes of tobacco and sun-dried fruit linger on the elegant finish. The excellent structure of this wine reflects grapes grown on our Los Morros Estate in Chile's highly acclaimed Maipo Valley. Gentle handcrafting and 18 months of barrel aging, at our state-of-the-art Arboleda Winery, enhanced the velvety character. Our new Arboleda collection of wines showcases the personalities of Chile's finest appellations."
2198,Arboleda Cabernet Sauvignon 2007,,Chile,Red Wine,90,"Deep and brilliant ruby-red in color, the intense and expressive nose presents fresh red fruit with a bit of sweet spice and toast from its oak aging. The firm, refreshing acidity is complemented by fine tannins that lend structure and volume to the palate. Rich flavors of plums, cherries, and cassis are backed by notes of cloves and fresh roasted coffee. Flavorful and lively, with a long, lingering finish. "
2199,Arboleda Cabernet Sauvignon 2008,,Chile,Red Wine,90,"This wine offers fresh, red fruit notes, including raspberries and cherries, with subtle touches of sweet spices, cinnamon and clove, from barrel aging like. On the palate, the wine is firm yet smooth, with tannins that add structure and volume in the mouth. The wine has ripe, sweet, spicy flavors, with soft notes of leather, tobacco and cedar on the long and elegant finish."
2200,Arboleda Cabernet Sauvignon 2016,,"Aconcagua Valley, Chile",Red Wine,90,"This bright, deep ruby-red Cabernet Sauvignon is very appealing on the nose with a complex character of black fruits. Pleasing aromas of black cherry, raspberry, tea leaf, tobacco, clove, chocolate and a soft smoky touch appear as it opens. This is a wine with great balance and structure, and its firm, fine-grained tannins contribute to its elegant texture, complemented by a full mid-palate and delightful juiciness."
2201,Arboleda Cabernet Sauvignon 2010,,Chile,Red Wine,90,"This Cabernet Sauvignon is deep plum red in color. The nose presents tremendous aromatic intensity, with aromas of red and black fruits such as cherries and black plums. It continues to evolve with layers of spicy notes, such as white pepper and sweet spices, enveloped in elegant notes of cedar, smoke, and tobacco from the oak aging. The full-flavor, high-intensity palate features red fruits and a light balsamic note that lends complexity. Medium-bodied with good structure and fine tannins, this Cabernet stands out for its balance between acidity and body and results in an elegant, juicy wine with a persistent finish."
2202,Arboleda Carmenere 1999,,Chile,Red Wine,86,"Carmenère, widely cultivated in Bordeaux in the early 18th century, was brought to Chile where it expressed great affinity to the country's terroir. It adapted so well to the soils and sunny climate of Chile that it was often called ""Chilean Merlot"". Merlot is actually a misnomer since it is a noble variety in its own right. Our Arboleda 1999 Carmenère captures this grape variety's finest attributes with its intense color and deep, spicy fruit character. Its aroma is highly complex, with unique notes of spices, mocha and paprika intermingling with vibrant layers of plum and berry. On the palate the good initial acidity gives way to ripe and well structured tannins, culminating in a long finish. The wine was handcrafted at the state-of-the-art, gravity-flow Arboleda Winery, the first new winery that Robert Mondavi has built outside of California. The word Arboleda means ""grove of trees"" and, in developing the vineyard and winery, we have preserved as many trees and indigenous plants as possible to protect the natural ecosystem."
2203,Arboleda Carmenere 2000,,Chile,Red Wine,88,"Carmenère, widely cultivated in Bordeaux in the early 18th century, was brought to Chile where it expressed great affinity to the country's terroir. It adapted so well to the soils and sunny climate of Chile that it was often called ""Chilean Merlot"". Merlot is actually a misnomer since it is a noble variety in its own right. Our Arboleda 1999 Carmenère captures this grape variety's finest attributes with its intense color and deep, spicy fruit character. Its aroma is highly complex, with unique notes of spices, mocha and paprika intermingling with vibrant layers of plum and berry. On the palate the good initial acidity gives way to ripe and well structured tannins, culminating in a long finish. The wine was handcrafted at the state-of-the-art, gravity-flow Arboleda Winery, the first new winery that Robert Mondavi has built outside of California. The word Arboleda means ""grove of trees"" and, in developing the vineyard and winery, we have preserved as many trees and indigenous plants as possible to protect the natural ecosystem."
2204,Arboleda Carmenere 2009,,"Colchagua Valley, Rapel Valley, Chile",Red Wine,90,"With a deep and beautiful reddish-violet color, this wine faithfully represents the characteristics of the Carmenère variety. The nose presents fresh blueberry, maqui, black pepper, and roasted bell pepper aromas all harmoniously integrated with cedar, coffee, vanilla, and smoky notes obtained during barrel aging. Fresh and fruity on the palate, this wine is in balance with its spicy profile, where the oak treatment enhanced its complexity with sweet spices and cedar notes. This well-structured Carmenère with a broad palate and soft, sweet tannins finishes delicate and fresh."
2205,Arboleda Carmenere 2013,,"Colchagua Valley, Rapel Valley, Chile",Red Wine,90,"This deep ruby carmenere presents intense aromas of ripe figs, cigar and a hint of roast beef with black pepper. Its round and sweet tannings with a creamy density and excellent persistence let the palate sense grilled red peppers together with black fruits such as blackberries and blueberries and also the classical taste of cigar."
2206,Arboleda Chardonnay 2010,,Chile,White Wine,89,"Due to its delicate vinification process this pale yellow Chardonnay offers layer upon layer of intense aromas such as fresh fruit, citrus, and floral notes framed by fine herbal notes. Oak fermentation and aging contribute aromas of toast, toffee and hazelnut, complemented by the wine's complex and elegant aromatic profile. Big-bodied and fat on the palate, with enough acidity to lend freshness, enhance its fruity flavors, and promise plenty of cellaring potential."
2207,Arboleda Chardonnay 2011,,Chile,White Wine,90,"Due to its delicate vinification process this pale yellow Chardonnay offers layer upon layer of intense aromas such as fresh fruit, citrus, and floral notes framed by fine herbal notes. Oak fermentation and aging contribute aromas of toast, toffee and hazelnut, complemented by the wine's complex and elegant aromatic profile. Big-bodied and fat on the palate, with enough acidity to lend freshness, enhance its fruity flavors, and promise plenty of cellaring potential."
2208,Arboleda Chardonnay 2014,,"Casablanca Valley, Chile",White Wine,90,"Arboleda Chardonnay is bright and beautiful light yellow in color and very perfumed on the nose, with an exuberant side showing pronounced notes of tropical fruits such as papayas, pineapple, and a light touch of melon, along with a more complex and subtle side that developed in the barrel and recalling hazelnut, almonds, and a touch of toast. The palate is creamy and long with a delicious acidity that lends freshness and tension. This is a complex wine brimming with youthfulness and good structure leading to a long finish, all of which promise excellent longevity in the bottle."
2209,Arboleda Merlot 1999,,Chile,Red Wine,87,"The small crop of the 1999 vintage gave our Arboleda Merlot a myriad of lush, velvety fruit flavors reminiscent of ripe cherry, plum and chocolate. This is our finest Merlot, selected from exceptional vineyards surrounding our Arboleda Winery in the Colchagua Valley. This state-of-the-art, gravity-flow winery is the first new winery that Robert Mondavi has built outside of California. The word Arboleda means ""grove of trees"" and, in developing the vineyard and winery, we have preserved as many trees and indigenous plants as possible to protect the natural ecosystem. We handcrafted this 100% Merlot wine with long skin contact for natural softness and a year of barrel aging to weave vanilla nuances through the long, silky finish. Our Arboleda Merlot marries beautifully with a diverse selection of foods. Lamb roasted with garlic and rosemary or roasted pork loin with apricot-balsamic chutney, are among our favorite pairings."
2210,Arboleda Merlot 2000,,Chile,Red Wine,87,"The long, cool ripening period of the 2000 vintage contributed deep, red-purple color and concentrated dark fruit and chocolate character to our Merlot, and barrel aging imparted subtle notes of vanilla. This full-bodied wine features soft, round tannins and a well-balanced structure. The elegant, lingering finish of black plum and chocolate promises exquisite bouquet development in the bottle. Our Arboleda Merlot is delicious with a wide variety of roasted or grilled meats."
2211,Arboleda Pinot Noir 2017,,"Aconcagua Valley, Chile",Red Wine,91,"This wine, of a bright and clean cherry color, shows a captivating purity and freshness in the nose, with aromas of sour cherry, rose-hip and subtle earthy notes. In the palate, it surprises with mellow bloody and saline nuances, typical from this terroir. It has a delicate structure, great balance and fine tannins; finishing with a fresh and savory mouthfeel."
2212,Arboleda Sauvignon Blanc 2006,,Chile,White Wine,90,"The 2006 Arboleda Sauvignon Blanc has intense citrus aromas like lime along with green pepper and freshly cut grass. Fresh on the palate due to bright acidity, the wine shows a mineral aspect that helps a long finish."
2213,Arboleda Sauvignon Blanc 2007,,Chile,White Wine,90,"""The 2007 Sauvignon Blanc from the cool-climate Leyda Valley, a region that appears ideally suited for this grape. Made in an attractive Loire Valley style, this medium straw-colored wine exhibits a grassy, herbal, citrus and apple-scented bouquet. Light- to medium-bodied with a crisp, refreshing feel on the palate, this nicely balanced wine has good depth and a pure, vibrant finish."""
2214,Arboleda Sauvignon Blanc 2008,,Chile,White Wine,91,"With the great aromatic intensity typical of a cool-climate wine, this wine shows fresh herb aromas over its fruit. Notes of tomato leaf mingle with fresh green chili (capsicum) and asparagus, all complemented by delicate citrus and mineral traces. On the palate, this is a fresh yet elegant wine with mineral and citrus flavors. The wine has a character that is easy to understand and a pleasure to drink.  "
2215,Arboleda Sauvignon Blanc 2011,,"Aconcagua Valley, Chile",White Wine,88,"This Arboleda Sauvignon Blanc from Aconcagua Costa has a straw-yellow colour with green highlights. With extraordinary aromatic intensity, the wine is a true reflection of its terroir and its proximity to the Pacific Ocean. Its mineral notes are accompanied by green chilli, tomato leaf, and fresh herbal tones and a sharp aromatic intensity. A refreshing mineral palate and crisp acidity make this wine a fine example of this cold climate variety, which also offers liveliness and exotic fruit for an enjoyably lengthy finish. "
2216,Arboleda Sauvignon Blanc 2012,,"Aconcagua Valley, Chile",White Wine,89,"A brilliant light yellow in color with an intense nose that is sure to make a lasting first impression. Notes of tomato leaf and green chili intermingle with tropical fruit and citrus such as lime, along with mineral notes that are characteristics of the terroir that produces the grapes. The medium body envelops the palate with a creaminess that pairs with the fresh acidity for a very well-balanced wine. The flavor is consequent with the aromas perceived on the nose and the texture and acidity lend a juicy sensation that lingers long on the finish. "
2217,Arboleda Syrah 1999,,California,Red Wine,88,"Our Arboleda Syrah reflects the small crop of the 1999 vintage with intense violet color, deep spicy flavors and velvety texture. Chosen from the finest grapes grown on our La Arboleda Estate in the Colchagua Valley, and handcrafted on site at our state-of-the-art winery, this Syrah explodes with raspberry, cherry, sweet spices and white chocolate. On the palate, supple mature tannins provide an exquisite texture, confirming the perfect balance between toasty oak and rich ripe fruit characters. A year of barrel aging matured flavors and wove toasty nuances through the lingering finish."
2218,Arboleda Syrah 2000,,California,Red Wine,87,"Our 2000 Arboleda Syrah features intense violet color and spicy red fruit flavor. Layers of raspberry, cherry, spice and chocolate, characteristic of Chilean Syrah, are balanced by mature tannins for an exquisite velvety texture. Dark berry character supports the round lingering mouth finish. This elegant and complex Syrah is a perfect complement for a wide range of grilled or roasted meats, such as a steak au poivre , or a braised lamb shank served with wild mushrooms seasoned with garlic and parsley."
2219,Arboleda Syrah 2001,,California,Red Wine,88,"Our Arboleda Syrah features intense violet color and spicy red fruit flavor. Layers of raspberry, cherry, spice and chocolate, characteristic of Chilean Syrah, are balanced by mature tannins for an exquisite velvety texture. Dark berry character supports the round lingering mouth finish. This elegant and complex Syrah is a perfect complement for a wide range of grilled or roasted meats, such as a steak au poivre , or a braised lamb shank served with wild mushrooms seasoned with garlic and parsley."
2220,Arbor Crest Cabernet Sauvignon 1999,,"Columbia Valley, Washington",Red Wine,89,"Arbor Crest's Cabernet Sauvignon, chosen as our special reserve, displays intense dark berry fruit and a full-bodied character that Cabernet lovers cherish.  The multiple layers of red currant, plum and cherry explode on the palate with lingering spicy, toasty French oak. These concentrated flavors transport the tasting experience right through to the supple finish.  From Block 16 of the Dionysus vineyard, one of the oldest vineyards in the state, these consistently beautiful grapes produce the finest wines from the Columbia Valley appellation."
2221,Arbor Crest Cabernet Sauvignon 2000,,"Columbia Valley, Washington",Red Wine,90,"If you enjoy Cabernet Sauvignon, you have got to try this wine! A pure, expressive Cabernet, it has an elegance and complexity not often found at this price range. Try a bottle and prepare to be impressed.  Think of it as a baby Ch. Montelena or Dominus Estate. "
2222,Arbor Crest Chardonnay 1999,,"Columbia Valley, Washington",White Wine,87,"Arbor Crest 1999 Columbia Valley Chardonnay is an enticing blend from three unique vineyard sites.  Sagemoor's Dionysus Block 12 vineyard, nestled along the banks of the Columbia River, is a temperate site and yields the wonderful ripe pear, apricot and mango characteristics found in this wine.  The Conner Lee Vineyard is a much cooler site and yields spicy citrus tones layered with honey. The Milbrandt Vineyard is the warmest location and yields a low crop that is extremely aromatic and delicate. The combination of these three vineyards yields a wonderfully rich wine that is supple in texture.  Barrel-fermented and aged in new and old French oak, this wine is full-bodied with layers of peach, apricot, honey and toasty oak flavors turning rich and creamy on the finish."
2223,Arbor Crest Chardonnay 2000,,"Columbia Valley, Washington",White Wine,88,"The Arbor Crest 2000 Columbia Valley Chardonnay is an enticing blend from three unique vineyard sites.  Sagemoor's Dionysus Block 12 Vineyard, nestled along the banks of the Columbia River, is a temperate site and yields the wonderful ripe pear, apricot and mango characteristics found in this wine.  The Conner Lee Vineyard is a much cooler site and yields spicy citrus tones layered with honey. The Sundance Vineyard is the warmest location and yields a low crop that is extremely aromatic and delicate. The combination of these three vineyards yields a wonderfully rich wine that is supple in texture.  Barrel fermented and aged in new and older French oak, this wine is full-bodied with layers of peach, apricot, honey and toasty oak flavors turning rich and creamy on the finish."
2224,Arbor Crest Conner Lee Vineyard Chardonnay 1999,,"Columbia Valley, Washington",White Wine,89,"Arbor Crest is pleased to bring you this special Chardonnay from the Conner Lee Vineyard.  This vineyard is an extraordinary site that yields a low crop and extremely concentrated fruit. These grapes were handpicked and then hand-sorted at the winery to ensure optimal quality.  Barrel-fermentation and aging in new French oak creates a full-bodied, elegant wine with good balance and enticing character. This multi-dimensional wine is lush and concentrated with layers of peach, apricot and toasty oak flavors turning rich and creamy on the finish."
2225,Arbor Crest Dionysus Meritage 2000,,"Columbia Valley, Washington",Red Wine,92,"Arbor Crest is pleased to present this highly acclaimed wine, Dionysus, a masterful blend of Cabernet Sauvignon, Merlot and Cabernet Franc. The Cabernet Sauvignon grapes are a product of the exceptional Dionysus Block 16 vineyard, one of the oldest vineyards in Washington State. This distinct wine was given its name Dionysus to complement this noteworthy vineyard. The alluring aroma of maple sugar, cedar and black raspberry unfold on the palate as plum, nutmeg and black cherry - thoroughly seductive. This wine will age gracefully for 10-12 years."
2226,Arbor Crest Merlot 1999,,"Columbia Valley, Washington",Red Wine,88,"The 1999 Columbia Valley Merlot is an excellent example of a full-bodied Washington Merlot.  Ripe and concentrated, this wine strings layers of intense raspberry, complex currant and blueberry notes, framed by spicy, vanilla-scented oak.  Barrel-aged in French oak for eighteen months, this elegant wine finishes boldly with intense cherry, blackberry and plum flavors, lingering nicely on the palate.  The vines are grown on original, ungrafted rootstock providing the grapes with intense varietal character.  This vintage embodies a tradition of red wine excellence, ensuring a memorable tasting experience."
2227,Arbor Crest Merlot 2000,,"Columbia Valley, Washington",Red Wine,90,"This 2000 Columbia Valley Merlot is an excellent example of a full-bodied Washington Merlot.  Ripe and concentrated, this wine strings layers of intense raspberry, complex currant and blueberry notes framed by spicy, vanilla-scented oak. Barrel aged in French oak for eighteen months, this elegant wine finishes boldly with intense cherry, blackberry and plum flavors lingering nicely on the palate.  The vines are grown on original, ungrafted rootstock, which provides the grapes their intense varietal character.  This wine embodies a tradition of red wine excellence, ensuring a memorable tasting experience. "
2228,Arbor Crest Sauvignon Blanc 1999,,"Columbia Valley, Washington",White Wine,88,"Arbor Crest's 1999 Sauvignon Blanc from the Bacchus Vineyard in the Columbia Valley is a wine that holds true to the tradition of past Sauvignon Blanc from Arbor Crest.  This wine is layered with citrus, honey and melon.  It was blended with Semillon to give added complexity in the finish."
2229,Arbor Crest Sauvignon Blanc 2000,,"Columbia Valley, Washington",White Wine,87,A 
2230,Arbor Crest Sauvignon Blanc 2001,,"Columbia Valley, Washington",White Wine,87,A 
2231,Arbor Crest Syrah 1999,,California,Red Wine,86,"Arbor Crest's first Syrah is an exceptional wine that is full-bodied as well as rich and velvety.  This wine is a blend of two different vineyards from the Columbia Valley.  The Bacchus vineyard is on a sandy soil and yields very aromatic fruit while the Sundance vineyard yields aromas and flavors that are spicy with peppery overtones. These grapes from both vineyards were hand-picked and hand-sorted with yields kept low, to produce a wine with concentrated black cherry and blueberry nuances.  The combination of these two vineyards produces a complex and enticing blend. Balanced by a fine acidity and tannin structure, the toasty spices from new French oak add hints of nutmeg, clove and licorice.  We are proud to present our first Syrah to you!"
2232,Arcadian Westerly Vineyard Syrah 2004,,"Central Coast, California",Red Wine,90,"Using French artisan methods and hands-on vineyard management, Joe's Arcadian label consistently receives high marks from the world's most respected wine writers. Following his gut instinct allows him the complete realization of his dream and his mission remains to make wines that fully express the uniqueness of the vineyard and the region while capturing the voluptuous flavor of the grape and the kiss of cool California breezes and warm sunshine. "
2233,Arcane Pinot Gris 2008,,"Willamette Valley, Oregon",White Wine,90,"This full-bodied Pinot Gris has a beautiful golden straw color, and aromas of peaches,grapefruit and pear and a hint of anise. Flavor of melon, lime and orange zest unfold in the mid-palate. Slighty off-dry, and balanced with crispy acidity, the wine has a mouthfeel that is rich and round and a long, smooth and voluptuous finish. Serve with rich cheeses such as camembert,triple cream bries,goat cheese and gorgonzola. Also great with grilled fish, oysters, sushi or spicy Asian cuisine such as Indian, Korean or Thai food."
2234,Archery Summit Arcus Pinot Noir 1998,,"Willamette Valley, Oregon",Red Wine,92,"This bright red Pinot Noir boasts deep aromatics of rose petals, carnations, ripe raspberries, spice, minerals and sweet oak. Concentrated fruit flavors integrate with fine tannins and balanced acid that lead to a lush mid-palate with a very long and elegant finish. Profound, complex, and subtle, the Arcus will drink beautifully and improve over the next ten years."
2235,Archery Summit Arcus Pinot Noir 1999,,"Willamette Valley, Oregon",Red Wine,90,"This bright red Pinot Noir boasts deep aromatics of rose petals, carnations, ripe raspberries, spice, minerals and sweet oak. Concentrated fruit flavors integrate with fine tannins and balanced acid that lead to a lush mid-palate with a very long and elegant finish. Profound, complex, and subtle, the Arcus will drink beautifully and improve over the next ten years."
2236,Archery Summit Arcus Pinot Noir 2000,,"Willamette Valley, Oregon",Red Wine,91,"ORIGIN: Arcus, meaning ""bow"" in Latin, describes our estate vineyard that wraps around both sides of a small valley in the Red Hills of Dundee. Capturing the distincitive terroir, this single vineyard wine rewards Pinot Noir devotees with an expansive nose, elegant finish, and superior expression of true Pinot Noir crafted in Burgundian tradition."
2237,Archery Summit Arcus Pinot Noir 2003,,"Willamette Valley, Oregon",Red Wine,95,"Deep garnet in color this wine opens with intense and piquant aromas of blackberry, black caps, violets and vanilla. It is an explosion of red and black fruits on the palate enveloped in succulent, chewy tannins. In its richness and concentration this wine shows the imprints of the 2003 vintage. It is concentrated with penetrating floral and berry flavors and has a lasting finish. This wine will benefit from 3-5 years of cellaring."
2238,Archery Summit Arcus Pinot Noir 2004,,"Willamette Valley, Oregon",Red Wine,90,"Arcus, meaning ""bow"" in Latin, describes Archery Summit's estate vineyard that wraps around both sides of a small valley in the heart of the Dundee Hills. Capturing the distinctive terroir of this single vineyard, the 2004 Arcus Estate rewards Pinot Noir devotees with an expansive nose, compelling mid-palate, elegant finish, and a superior expression of true Pinot Noir. "
2239,Archery Summit Arcus Pinot Noir 2005,,"Willamette Valley, Oregon",Red Wine,95,"Arcus, meaning ""bow"" in Latin, describes Archery Summit's estate vineyard that wraps around both sides of a small valley in the heart of the Dundee Hills. Capturing the distinctive terroir of this single vineyard, the 2005 Arcus Estate rewards Pinot Noir devotees with an expansive nose, compelling mid-palate, elegant finish and a superior expression of the varietal. "
2240,Archery Summit Arcus Pinot Noir 2006,,"Willamette Valley, Oregon",Red Wine,91,"The 2006 Arcus Estate opens with intense floral and fruit aromas of violet and rose petal, fresh black cherry and red currant. The palate is generous, confectionary and concentrated with notes of black cherries and raspberries, star anise and mulling spices. Saturated with fruit on the palate, this wine shows great depth and succulence with plush, integrated tannins and persisting notes of fl oral spice and fresh berries."
2241,Archery Summit Arcus Pinot Noir 2007,,"Willamette Valley, Oregon",Red Wine,90,"Arcus, meaning ""bow"" in Latin, describes our estate vineyard that wraps around both sides of a small valley in the heart of the Dundee Hills.  Capturing the distinctive terroir of this single vineyard, the 2007 Arcus Estate rewards Pinot devotees with an expansive nose, compelling mid-palate, elegant finish and a superior expression of the varietal. "
2242,Archery Summit Arcus Pinot Noir 2009,,"Willamette Valley, Oregon",Red Wine,94,"This wine is perfumed and poignant; expressive in its floral qualities of violets and crushed rose petals, expansive in its character of black cherry, blue fruits, white peach, cocoa powder and marzipan. The palate is layered and lavish with a juicy succulence and notes of vanilla and nougat, chocolate and rosehips surrounding a vibrant cherry core. Refined and deeply appealing this wine shows great character now but if one is patient, more shall be revealed. "
2243,Archery Summit Arcus Pinot Noir 2011,,"Willamette Valley, Oregon",Red Wine,92,"The 2011 Arcus Estate Pinot Noir opens with aromas of fresh blueberry cobbler, dark plums and juicy black cherries. Succulent flavors of cherry cola and black tea saturate the palate and are accompanied by layers of mixed baking spices. Mouthwatering flavors of marionberry, cinnamon stick and black huckleberry leave the palate craving another taste of this burgeoning wine."
2244,Archery Summit Arcus Pinot Noir 2010,,"Willamette Valley, Oregon",Red Wine,93,"Effusively floral, this wine opens with fragrant aromas of violets, lilac and gardenia, echoed by orange pekoe, rose petals, crushed boysenberries and licorice-like fennel. There are blueberries and red cherries on the palate that mingle with hints of cocoa powder, marzipan, crème brulee, toasted hazelnuts and clean riverbank clay. At once expansive and expressive, yet at the same time contained and restrained, this wine reveals a dynamic tension that is both complex and captivating. The palate is broad and juicy with an intense depth of flavor and a slightly saline finish that sends the mouth watering, anxious for the next sip.  "
2245,Archery Summit Arcus Pinot Noir 2012,,"Dundee Hills, Willamette Valley, Oregon",Red Wine,90,"Dark, opulent fruit notes of black plum, dried black cherries and black mission fig arise from the glass ofthis vintage of our Arcus Estate Pinot Noir, blending with a background of deep violet florals and cleanforest floor. The palate offers generous flavors of dark, concentrated berry, Oregon blackcap and blackraspberry, leading into notes of cacao and orange pekoe tea. Lasting impressions of ripe black fruit meltgracefully into the dark chocolate finish."
2246,Archery Summit Arcus Pinot Noir 2014,,"Dundee Hills, Willamette Valley, Oregon",Red Wine,90,"Opulent fruit notes of raspberry coulis, wild strawberry, and fresh red cherry arise from the glass of this vintage of the Arcus Estate Pinot Noir, blending with a background of savory nori and cocoa powder. The palate offers generous flavors of concentrated raspberry, Oregon blackcap, and blackberry, leading into notes of spice box and lavender incense. A viscous texture creates lasting impressions of ripe black fruit that melt gracefully into the dark chocolate finish."
2247,Archery Summit Arcus Pinot Noir 2016,,"Dundee Hills, Willamette Valley, Oregon",Red Wine,92,"Opulent fruit notes of raspberry coulis, wild strawberry and fresh red cherry arise from the glass of this vintage of our Arcus Estate Pinot Noir, blending with a background of savory nori and cocoa powder. The palate offers generous flavors of concentrated raspberry, Oregon blackcap and blackberry, leading into notes of spice box and lavender incense. A viscous texture creates lasting impressions of ripe black fruit that melt gracefully into the dark chocolate finish."
2248,Archery Summit Dundee Hills Pinot Noir 2016,,"Dundee Hills, Willamette Valley, Oregon",Red Wine,90,"This seductive, elegant wine leads with vibrant floral notes of lilac and violet. These floral components are joined by touches of cherry, red raspberry, blood orange, and a hint of cocoa powder. Secondary notes of black licorice, berry bramble, and rosemary complement the leading fruit flavors. The flavors are persistent and saturating, enveloping the palate and lingering through a refined, balanced finish."
2249,Archery Summit Estate Pinot Noir 1997,,"Willamette Valley, Oregon",Red Wine,92,"The rich dark Burgundy color of the 1997 Archery Summit Estate leads to complex aromas of cassis, black cherries, ripe raspberries, wild strawberries, minerals, exotic spices, oak and the classic Oregonian Pinot Noir element of clean earth. A wide mid-palate is enveloped by fruit. Ripe tannins buttress the fruit and pull the wine to an extremely long finish. This wine will grow even more graceful with extended cellaring; the vintage only produced 379 cases."
2250,Archery Summit Premier Cuvee Pinot Noir (1.5L) 1996,,"Willamette Valley, Oregon",Red Wine,87,"Aromas of ripe blackberries, blueberries, black cherries, cassis, cinnamon, coffee, violets and smoke emerge from this dark ruby Pinot Noir. Concentrated flavors of ripe black fruits, flowers and oak show a depth, elegance and length that mark a classic Oregon Pinot Noir. Enjoy now or appreciate this wine as it ages gracefully for the next ten years."
2251,Archery Summit Premier Cuvee Pinot Noir 1998,,"Willamette Valley, Oregon",Red Wine,93,"Nose of black fruits and smoke.  Flavors of black fruits, flowers and oak."
2252,Archery Summit Premier Cuvee Pinot Noir 1999,,"Willamette Valley, Oregon",Red Wine,87,"Flavors of ripe black fruits, flowers, cassis and oak all show a depth, elegance, and length that mark a classic Oregon Pinot Noir. Aromas and flavors of blackberries, blueberries, red currants, cinnamon, coffee and smoke emerge and deepen as they open up to include the smell of violets and carnations. All of the components, tannin, acid and fruit are very well balanced and combine to produce a concentrated, rich mid-palate, and long finish. This wine will improve and age gracefully for the next ten years."
2253,Archery Summit Premier Cuvee Pinot Noir 2000,,"Willamette Valley, Oregon",Red Wine,87,"Flavors of ripe black fruits, flowers, cassis and oak all show a depth, elegance, and length that mark a classic Oregon Pinot Noir. Aromas and flavors of blackberries, blueberries, red currants, cinnamon, coffee and smoke emerge and deepen as they open up to include the smell of violets and carnations. All of the components, tannin, acid and fruit are very well balanced and combine to produce a concentrated, rich mid-palate, and long finish. This wine will improve and age gracefully for the next ten years."
2254,Archery Summit Premier Cuvee Pinot Noir 2003,,"Willamette Valley, Oregon",Red Wine,89,"Deep and inky red in color, this wine opens with aromas of dark chocolate, ripe blackberry, black plum and earth.  The broad palate is layered with flavors reminiscent of lingonberry, black caps, rose hips, cocoa, mineral and meat.  The palate is pronounced with velvety and supple tannins which give weight and density to this distinctive wine.  The finish is long and persists with hints of spiced plum and clean earth.  This elegant, balanced wine is ready to be enjoyed now or may be cellared for five to eight years."
2255,Archery Summit Premier Cuvee Pinot Noir 2004,,"Willamette Valley, Oregon",Red Wine,90,"Deep and inky red in color, this wine opens with aromas of dark chocolate, ripe blackberry, black plum and earth.  The broad palate is layered with flavors reminiscent of lingonberry, black caps, rose hips, cocoa, mineral and meat.  The palate is pronounced with velvety and supple tannins which give weight and density to this distinctive wine.  The finish is long and persists with hints of spiced plum and clean earth.  This elegant, balanced wine is ready to be enjoyed now or may be cellared for five to eight years."
2256,Archery Summit Premier Cuvee Pinot Noir 2005,,"Willamette Valley, Oregon",Red Wine,90,"Archery Summit's search to produce world-class Pinot Noir led them to the Dundee Hills of Oregon. Premier Cuvée, their proprietary blend, is made from both their oldest Pommard vines and Dijon clones 113, 114, 115, 667 and 777.  "
2257,Archery Summit Premier Cuvee Pinot Noir 2007,,"Willamette Valley, Oregon",Red Wine,90,"This wine opens with perfumed aromas of black cherry and raspberry, spicy plum and violets. On the palate, blueberry, plum, cassis and earthy notes converge around a fresh core of bright acidity and plush tannin lending this wine structure, vitality and grace. There is precision in the expression of fruit and an elegant yet ample succulent structure that progresses to a finish that is long and lasting with hints of blueberries, spiced cherries, exotic incense and fresh rose petals. This lovely wine is drinking well now but may also be enjoyed over the next five to eight years with proper cellaring"
